Data,Valor,Identificador,Descrição,Categoria
11/04/2024,-2763.06,ec8541a9-ba5b-4d76-8fab-e32c0c217eb0,Compra no débito - Aluguel quitinete,Aluguel
03/11/2024,-108.87,6690ec1b-dc7b-4783-89ae-aca868a3edae,Mercado Livre - Mercado,Supermercado
07/01/2024,-105.86,e6e9b235-ecce-4f36-9642-53bf8fd06d17,Transferência enviada pelo Pix - Bar da esquina,Bares
30/03/2024,-174.52,5437e935-2374-4325-83c6-ea63482e91b0,Transferência enviada pelo Pix - Bluefit,Academia
22/12/2024,-186.19,e9054c6b-97ca-49ce-ba60-8aa1aec6afde,Compra no débito via NuPay - Agenda escolar,Material Escolar
29/06/2024,-154.83,7c40347c-d643-4013-855a-3fdc3a8e9f26,Presente amigo,Presentes
03/05/2024,4856.65,e57794ed-c621-4694-99ac-d282b099199a,PIX Recebido - Bonificação,Bonificação
21/12/2024,-33.9,cf34f068-b639-4e16-8da2-49ddd7872c4c,Compra no débito via NuPay - Cinema Cinemark,Cinema
24/09/2024,920.49,191f8c7a-def8-4376-a561-4e0365f74ad9,TED Recebida - Pensão,Pensão Recebida
21/05/2024,-1959.5,6c05b5c0-eda3-459d-afd7-5d82c96a49f5,Compra no débito via NuPay - Curso profissionalizante,Educação
01/01/2024,-466.22,bbdd2c60-487f-47ba-a787-36aad042213d,Transferência enviada pelo Pix - Fatura plano de saúde,Plano de Saúde
09/09/2024,-132.76,3545029d-2ba3-4b02-b21c-c1654400cff1,Transferência enviada pelo Pix - Hambúrguer gourmet,Restaurantes
15/12/2024,-50.0,f1e395b6-6eb9-4fec-958b-29c42725c17e,Compra no débito via NuPay - Seguro auto,Seguros
02/03/2024,-116.59,e5aa6cd0-ea68-4269-92cb-b7663969d2e6,Aquisição de livros,Livros
10/03/2024,-276.94,478212b4-d2a9-4181-b480-c0e317261f07,Compra no débito via NuPay - Plano de saúde SulAmérica,Plano de Saúde
23/03/2024,-457.63,3ffe919e-28a2-48b1-b211-b2bc5bd4924e,Compra no débito - Laboratório Fleury,Saúde
20/08/2024,-195.77,4ed935cc-e274-43b7-b5df-acd166f57f4d,Transferência enviada pelo Pix - Plano de saúde Amil,Plano de Saúde
19/07/2024,-945.11,141f5bb2-d0a1-45a2-9453-c7abc7e49af8,Transferência enviada pelo Pix - Fraldas e produtos,Crianças
19/07/2024,-19.81,030c7b05-3404-4eb5-80ce-b19c1a65b8b1,Transferência enviada pelo Pix - Spotify,Streaming
07/11/2024,2726.37,50dd373d-eb7c-4f6d-ad37-78d3ae3f4ea5,TED Recebida - Restituição IR,Restituição IR
06/06/2024,-168.11,8e6c4282-6d87-4ddd-8d60-35b2b04bbd20,Compra no débito - Comida chinesa,Restaurantes
10/10/2024,-155.45,995d74ad-da62-4d33-8940-c76fe106eaa1,Plano de saúde SulAmérica,Plano de Saúde
24/03/2024,-109.85,5742eb1a-e56d-4082-8983-27fe8d984fe9,Compra no débito via NuPay - Terapia cognitiva,Terapia
28/06/2024,-1521.05,5cbce03b-af3f-4b65-a2fc-004473b40c25,Transferência enviada pelo Pix - IPTU casa,IPTU
17/07/2024,-280.38,3ad7fd5d-982f-4da8-8c37-66a71efdd708,Compra no débito via NuPay - Consulta psicológica,Terapia
04/05/2024,-446.98,109b6865-3539-4bbb-80ff-bc403c64f4ea,Seguro pet,Seguros
30/12/2024,-2149.02,891717a5-a109-4d2b-a166-95eb8d6a78ba,Transferência enviada pelo Pix - Poupança programada,Poupança
25/11/2024,-140.83,8836bfd0-889a-4bae-936e-a3f176cd2360,Transferência enviada pelo Pix - Condomínio residencial,Moradia
17/10/2024,-1592.23,ed0d4853-486b-44b0-9aed-3d6808c61139,IPTU comercial,IPTU
16/07/2024,-73.32,b033c50d-d687-4d9a-af30-021dc97fe80a,Transferência enviada pelo Pix - Posto Texaco,Combustível
03/12/2024,-150.29,5e68ed43-1a55-4cd2-a0dd-203f3d1dc7fb,Conserto hidráulico,Moradia
04/02/2024,-98.49,70435336-a541-4e00-b9c5-76cd53b5e508,Compra no débito - Equatorial Energia,Energia Elétrica
08/10/2024,-173.91,9efd43df-8a33-442e-91db-b03010fe1c5a,Transferência enviada pelo Pix - Presente Páscoa,Presentes
27/08/2024,-807.78,55b3e765-b51d-4cd4-9634-76e84395c0e9,Condomínio residencial,Moradia
03/12/2024,-194.37,8a973580-2929-44d9-bce6-b1a9f2b00149,Reserva de emergência,Poupança
27/07/2024,-111.93,b56c133e-30e4-498e-b8a8-4d8bab599cdb,Coloração capilar,Cabeleireiro
15/04/2024,-393.23,9b36402a-a910-42b5-8ed3-c9c343dc850e,Plano de saúde Hapvida,Plano de Saúde
25/03/2024,2496.76,a5352078-9b56-4a80-9c9e-5009a1dae5da,Transferência Recebida - 13º Salário,13º Salário
29/12/2024,-1712.18,1b516e66-3abe-4657-a823-a90227620dc2,Fatura cartão Banco do Brasil,Cartão de Crédito
10/08/2024,-279.22,ae3b13da-9553-4aba-b0cb-4686b00ddb28,Clube recreativo,Lazer
15/06/2024,-137.68,28d95dec-3126-431e-b358-9d6f62f397f2,Transferência enviada pelo Pix - Doação para ONG,Doações
03/09/2024,-171.9,4703d82c-f537-45eb-87f0-2698c75416f9,BR Petrobras,Combustível
21/08/2024,-1920.82,cb96a711-10d0-46b6-972c-1ee4578334a4,Tesouro Direto - Aplicação,Investimentos
19/10/2024,-67.34,f1526baf-9f42-4759-95fd-160f7d18bb9e,Compra no débito - Sabesp,Água
29/12/2024,-296.02,9487e5f8-9f54-4081-a32c-55284217ba2e,Base e corretivo,Cosméticos
21/10/2024,-599.28,101d83ef-7d40-45d3-83bd-53107245b069,Transferência enviada pelo Pix - Aplicação automática,Poupança
20/05/2024,-625.84,f35df127-494c-4a39-8f59-4c8291682952,Compra no débito via NuPay - Serviço de limpeza,Moradia
17/04/2024,-44.64,11e7236c-8e69-4e7c-ab88-f09a09bc71ec,Spotify - Plano Premium,Streaming
03/12/2024,-197.89,a3fa48e6-2ed0-40fb-af3c-bff68ee273d6,Transferência enviada pelo Pix - Epic Games Store,Jogos
17/08/2024,-514.85,52abb1ef-2853-4f6f-a303-f10e00fe8135,Transferência enviada pelo Pix - Pediatra consulta,Crianças
05/06/2024,-160.31,7b4b2515-9906-4cd4-ab8e-7aa91d2b881f,Compra no débito - Gasolina,Combustível
20/09/2024,2496.34,b6056a7e-5b06-4c07-886f-cbc99c2ea29f,Depósito - Restituição IR,Restituição IR
09/02/2024,-1200.03,cb7005cd-8b26-40f3-b425-6e24dc2ccb2c,Aluguel apartamento,Aluguel
06/10/2024,3629.78,2dae2ff2-12b2-4911-9f21-67662191a632,Transferência Ações,Investimentos
02/02/2024,-152.79,a255e53e-339e-43c1-8d83-c1d28367360a,Compra no débito - Comida chinesa,Restaurantes
01/03/2024,1694.67,51653caa-309f-445a-affb-c072256dc151,TED Recebida - Pensão,Pensão Recebida
26/08/2024,-65.24,cb6cb400-6c51-4815-96e8-3c8bda9636fb,Compra no débito - Gás residencial,Gás
22/10/2024,-67.4,81ffef89-184a-4b5f-a6fe-1b896737a50c,Transferência enviada pelo Pix - Gás doméstico,Gás
02/05/2024,1748.77,e1ca2272-14a0-4304-8e2c-c94d3cd485b6,Depósito - Aluguel recebido,Aluguel Recebido
11/05/2024,-53.33,7a33154f-4776-488d-8794-f2c08696c566,Compra no débito - Caern,Água
03/12/2024,-135.23,d717a52c-69ac-4af9-bc0d-5fae51c7f446,Transferência enviada pelo Pix - Gasolina,Combustível
20/06/2024,-96.11,38d363ad-84ea-4be3-baff-fdfb1310d006,Presente casamento,Presentes
04/09/2024,-2578.05,81f1b9f2-04a9-4f1c-818c-c4eb92b85b04,Aplicação poupança,Poupança
16/08/2024,-175.49,53d1201d-4cab-470a-ab33-e6f21f82f380,Transferência enviada pelo Pix - Base e corretivo,Cosméticos
24/03/2024,-186.91,41ae0c08-e7a8-46e9-b60e-cadb91c016c4,Transferência enviada pelo Pix - Riachuelo,Roupas
24/05/2024,-108.07,6cc66407-fadc-43aa-bc86-2b1ef0aa24c8,Boteco tradicional,Bares
16/06/2024,-101.78,090a41f5-c755-4251-87f4-30cfd28b7a0e,Drogaria São Paulo - Medicamentos,Medicamentos
06/10/2024,-2296.83,c0f2138c-e2e8-465a-9e71-602892190fb9,Aplicação poupança,Poupança
06/06/2024,2283.55,c5a9fbce-5553-4ac3-8cd6-4e6ac22d6ed6,PIX Recebido - Bonificação,Bonificação
22/11/2024,-173.15,2ba970e2-4e91-4fbb-8865-926265d38306,Nintendo eShop,Jogos
08/01/2024,-151.29,d17ac937-62f5-4785-8e63-2a1c0a5b6b3f,Transferência enviada pelo Pix - Lápis de cor,Material Escolar
09/08/2024,-404.02,33138e8a-9964-4cf9-ba54-ed73e6a133d5,Transferência enviada pelo Pix - Plano previdenciário,Previdência
07/06/2024,-233.41,57a5e31d-6239-4348-bd37-274e120d55c5,Compra no débito via NuPay - Licenciamento veículo,IPVA
27/07/2024,-149.73,72543d14-ce27-4767-9140-5a2e5962523a,Presente Dia das Mães,Presentes
16/02/2024,1568.24,338c4406-897c-46d2-86e1-0037310905d5,Transferência Recebida - Comissão,Comissões
17/02/2024,-211.53,6e63f09f-cd16-4e6d-b523-655bc59bb045,Transferência enviada pelo Pix - Taxa de licenciamento,Impostos
25/08/2024,-21.38,2de293ce-5658-4090-aaaa-dbde5c810058,Doação igreja,Doações
18/01/2024,-578.3,b70be103-dff0-4bd1-9a13-b399e28990ee,Compra no débito - Empréstimo bancário,Empréstimos
22/05/2024,-517.89,5e85c106-5543-4bf3-84f2-e72ab9faa09f,Transferência enviada pelo Pix - MBA executivo,Educação
24/01/2024,-16.88,f134bf10-69bd-4eac-a963-ab0dfd16cdc4,Transferência enviada pelo Pix - YouTube Premium,Assinaturas
02/02/2024,-152.37,cf4665fc-af28-4272-834f-b6692cca4477,Diesel,Combustível
11/08/2024,-1572.5,498ae806-86ef-4d0f-b053-5e727832430d,Compra no débito - IPTU apartamento,IPTU
14/05/2024,1257.33,3c18cae3-da21-4b84-a130-cb1480f44615,Depósito - Pensão recebida,Pensão Recebida
26/12/2024,-490.51,0c1505a4-db89-462b-b985-de8d2eb69170,Transferência enviada pelo Pix - Multa de trânsito,Multas
21/11/2024,-272.77,e914e68e-6c38-4cd5-8b41-6fc5003cbc2c,Transferência enviada pelo Pix - Taxa de licenciamento,Impostos
09/07/2024,1176.51,f681f3c9-3585-420f-9440-d8ec5bf835ae,Depósito - Venda realizada,Vendas
05/04/2024,-2406.18,3eb5059a-04e3-4cfa-a2c2-b99c5b975fab,Compra no débito via NuPay - Hotel reserva,Viagens
03/11/2024,2039.42,ebc83d2d-ec49-463f-b513-9172f601938b,Transferência recebida pelo Pix - Transferência Recebida - Salário mensal,Salário
13/06/2024,655.1,6b1ebb29-922c-4506-b687-bc05eae3d00c,Depósito - Pensão recebida,Pensão Recebida
16/03/2024,2977.34,0902287a-221c-4f5b-b54d-29be35e64073,TED Recebida - Bonificação,Bonificação
19/04/2024,-30.5,59e82f99-d951-4b33-8d99-25a6cdf4a924,Compra no débito via NuPay - Cinema Cinesystem,Cinema
22/05/2024,-2936.81,d330a487-cb4a-4fa4-a8df-9884de031703,Compra no débito - Prestação apartamento,Financiamentos
25/05/2024,-498.24,40e1c603-4fc6-4f3f-ac4f-4c3cab56ea9f,Transferência enviada pelo Pix - Imposto estadual,Impostos
29/12/2024,-2570.16,1b232690-6896-4030-bb32-69e4b9b08a8e,Transferência enviada pelo Pix - CDC veículo,Financiamentos
05/04/2024,-49.23,e514381d-4d13-449f-a933-a2ef057d0745,Tarifa bancária,Taxas Bancárias
11/09/2024,-63.25,52201b90-6ee5-4e36-83a1-54f307e12fe1,Compra no débito via NuPay - Posto Sinopec,Combustível
14/10/2024,-298.71,d782ceb1-e6a9-480a-9ebc-067754ba9e8b,Transferência enviada pelo Pix - Despesa diversa,Outros
29/01/2024,2983.54,1b838860-6222-4719-9889-30d02fb380f2,Transferência Recebida - Férias,Férias
19/11/2024,-97.36,6fdf40f4-4e30-47cc-95f6-791ac287379f,Transferência enviada pelo Pix - Posto Texaco,Combustível
08/11/2024,-332.77,9d64f051-3b7f-4467-8e9c-e6fb1eb04287,Compra no débito - Taxa territorial urbana,IPTU
13/09/2024,-75.32,ca3e477b-779f-4b56-95bd-bd23cb52ba27,Mercado Pago - Mensalidade,Internet
23/10/2024,3122.12,0e072a80-46d4-40b6-8af9-67d7253a61ca,BTG Pactual - Transferência,Investimentos
12/07/2024,1669.36,ede08b30-9c8c-43c9-89b3-9a8f68db40b1,Transferência Recebida - Pensão,Pensão Recebida
20/01/2024,-220.43,4b715562-46ac-4713-b3af-01f73321d900,Farmácias Pague Menos,Medicamentos
17/06/2024,-71.11,288b7527-3df8-408b-a5e1-94552c69bb42,Compra no débito - Corte de cabelo,Cabeleireiro
23/02/2024,626.78,d1c43ea0-c41b-4f78-8096-d8290a533487,Transferência Recebida - Venda de produto,Vendas
21/02/2024,-49.89,48737b08-75b4-4278-8f02-8e6750ec2355,Compra no débito via NuPay - Presente Dia dos Pais,Presentes
16/09/2024,-186.5,0bfe177b-c087-4a2c-8436-b8e3c814386c,Transferência enviada pelo Pix - Posto Sinopec,Combustível
18/05/2024,937.11,17d9b4d7-4c50-4a77-8db2-2572ef553730,Transferência Recebida - Venda de produto,Vendas
04/04/2024,-21.08,0ecf73ad-47c0-43d4-ba44-a670f228751f,Compra no débito via NuPay - Cinema Cinemark,Cinema
25/08/2024,-91.6,3fd9ca57-ac02-44c5-afaf-fab0cc3c0a77,Transferência enviada pelo Pix - Compra de livros Amazon,Livros
16/08/2024,1389.92,230fd416-d2f4-405a-803d-cc28b0a27d1d,Transferência Recebida - Venda de produto,Vendas
13/03/2024,-2487.64,ff5a5c8c-b25a-4f40-9ff9-6ce42b2236e3,Passagem aérea,Viagens
03/07/2024,-108.36,7f7011ab-ab78-4883-a76d-8c3c83410fa1,Transferência enviada pelo Pix - Agenda escolar,Material Escolar
18/10/2024,548.4,d8dde329-fd12-4f31-803a-e753b07303f9,Transferência recebida pelo Pix - TED Recebida - Projeto freelance,Freelance
14/12/2024,-107.96,e9fc4fcf-c590-4900-b289-681dc82032a2,Transferência enviada pelo Pix - Escova progressiva,Cabeleireiro
30/09/2024,865.14,d342faeb-3677-415e-befa-bf66c722a2a9,PIX Recebido - Aluguel imóvel,Aluguel Recebido
02/07/2024,792.81,f56b4adf-5b83-4fd1-a645-48fb4d33c614,Depósito - Venda realizada,Vendas
28/05/2024,-878.96,97c56a73-3188-4282-b392-e6e2654ce971,Anuidade cartão,Cartão de Crédito
09/03/2024,1503.44,4590272c-1863-43ef-8c41-0b517e053482,Depósito - Pensão recebida,Pensão Recebida
15/02/2024,-2282.77,e28fb4dc-a47f-4c79-af3e-2af2e4bbcedf,CDB - Transferência,Investimentos
20/04/2024,-2454.35,38a226b4-fb93-4350-9f9c-349697c4a3a6,Transferência enviada pelo Pix - Aluguel escritório,Aluguel
31/10/2024,1650.78,5eec0682-f8a2-48e2-b7ec-d457c20e8f47,Depósito - Comissão recebida,Comissões
28/12/2024,-889.91,5ae28cab-316c-4d27-be7d-af7bfcc0a532,Fundo previdência,Previdência
29/05/2024,-158.39,e97626bc-7225-4358-b7a7-c40a1705bb5c,Shampoo e condicionador,Cosméticos
30/01/2024,-1920.87,98275368-b902-486e-a827-a122b046fcc7,Compra no débito via NuPay - Microcrédito,Empréstimos
21/08/2024,-368.96,e90e7fca-f02d-412d-bcfc-fdaf3ef1aaf6,Compra no débito via NuPay - Calçado esportivo,Sapatos
17/11/2024,-1357.41,b416ba40-cfbd-492a-ab98-03a98708daa5,Transferência enviada pelo Pix - Crediário loja,Empréstimos
28/04/2024,-87.25,03098ba4-6282-4f60-9c0d-48464d7149aa,Transferência enviada pelo Pix - Seguro prestamista,Seguros
06/03/2024,2077.73,0285fef6-a5c4-40a6-b0e9-766d1e648208,PIX Recebido - Aluguel imóvel,Aluguel Recebido
10/08/2024,-187.32,775dac6a-882a-41ca-87a2-ca5664ce0f5d,Transferência enviada pelo Pix - Mercado Pago,Internet
17/03/2024,-364.4,96cdeefa-a4c3-49ec-b7e2-6c50bb1c4e12,Transferência enviada pelo Pix - Fatura energia,Energia Elétrica
22/08/2024,-128.87,bfc53f94-6189-4b55-bf77-a76eae00fa3a,Copel Telecom - Mensalidade,Internet
13/12/2024,-346.07,f733a9c4-60ae-46a8-9e6b-00f95b160f2e,Gasto imprevisto,Outros
25/07/2024,-25.28,785afab7-bfb6-4b73-b9b8-aeb974afd0de,Burger King - Delivery,Alimentação
15/06/2024,8524.14,d748b73e-f202-44dc-bb7c-895237e2e532,Depósito - 13º Salário,13º Salário
10/03/2024,-113.27,4ef4222f-d085-4abb-ad46-653115fbb207,Compra no débito - Sessão terapêutica,Terapia
19/05/2024,3930.42,e38241cc-4e9d-4332-819d-a8414cd1a065,Transferência Recebida - Bonificação,Bonificação
22/01/2024,7670.95,2324c6e9-6e79-4cdb-8123-7702a1185976,Transferência recebida pelo Pix - TED Recebida - Pagamento salário,Salário
19/11/2024,-47.98,d674ff9a-c763-4d06-be20-67e242e6af03,Pagamento Paramount+ via PIX,Streaming
20/07/2024,-37.44,87a00f5e-75ca-428e-9059-ca8089dd5b29,Compra no débito via NuPay - Localiza,Transporte
13/05/2024,-2296.41,99d79db3-f38f-40c2-8711-dd403defb6af,Compra no débito via NuPay - Guardar dinheiro,Poupança
12/02/2024,-68.1,8475a7bb-e227-4a3a-8b4e-3d2318b60b18,Compra no débito via NuPay - McDonald's,Alimentação
30/12/2024,-1577.31,914e1f3a-c4a3-49cf-a029-5742e47f9987,XP Investimentos - Transferência,Investimentos
05/10/2024,2604.17,8602d14a-62a5-4443-bdff-0b2da64d9730,Transferência Recebida - Aluguel,Aluguel Recebido
18/12/2024,-76.98,d5a89290-3f02-441f-9142-75f7cca9735a,Posto Shell,Combustível
16/07/2024,244.81,448dccb9-aac7-4e0a-a2a7-688da2720f5e,Transferência Recebida - Renda extra,Renda Extra
11/12/2024,350.17,6a27e283-d87f-4ce2-931e-ac74f6237652,TED Recebida - Venda,Vendas
30/09/2024,-707.87,088eb6bd-9957-4405-9b7f-fc0e7d1c3c58,Curso técnico,Educação
21/10/2024,4533.28,45a9a96b-3237-452b-8473-220ef72bd016,TED Recebida - 13º Salário,13º Salário
24/12/2024,-14.29,f38eda21-4b21-4453-a337-3004f5a6f6ca,Compra no débito via NuPay - UPPAY,Transporte
26/01/2024,-1296.89,91fdb614-d897-444c-9f32-a6d1c94fc224,Transferência enviada pelo Pix - Crediário loja,Empréstimos
20/05/2024,-293.58,dff67558-f66a-4e25-b80a-2f0b5e62fde3,Compra no débito - Ração para cães,Pets
11/08/2024,-55.91,ef013a74-4c1f-4319-b7a1-4be837e4460c,Transferência enviada pelo Pix - Seguro celular,Seguros
27/06/2024,-2357.16,e82acae6-2478-4df6-8f54-2a0520fd4453,Compra no débito via NuPay - Fatura cartão Inter,Cartão de Crédito
04/10/2024,-219.75,d7faac26-45a7-493c-a3e7-3efda73ba710,Transferência enviada pelo Pix - Seguro bike,Seguros
13/07/2024,-401.69,e944f471-986c-4620-9630-5b0e3a9f6e92,Seguro viagem,Seguros
28/03/2024,-19.96,66a441da-b942-428c-9a98-ad61cbf36b5e,Transferência enviada pelo Pix - Tarifa bancária,Taxas Bancárias
16/04/2024,-736.29,3c70ea97-d78d-457f-9ce8-17b233ef113b,Compra no débito - Locação imóvel,Aluguel
16/06/2024,-11.1,6f2bd74e-1e17-48d5-8bc8-d5a9f5e3fd70,Transferência enviada pelo Pix - Spotify Premium,Assinaturas
14/09/2024,-764.28,31c85ef6-196f-4fc3-adc9-e650060dee6d,Compra no débito via NuPay - Manutenção predial,Moradia
25/04/2024,-160.33,9d1ebbe0-2a98-429c-bc7f-a001219d9888,Churrascaria rodízio,Restaurantes
26/09/2024,-299.59,153d2696-9e43-4407-831b-a5041a9fc919,Tênis Nike,Sapatos
16/04/2024,10283.3,ba9a2c22-f47b-49ca-b45b-4ae4d79f3be9,Transferência recebida pelo Pix - TED Recebida - Pagamento salário,Salário
11/10/2024,-79.57,649bd8a4-af20-41a4-8cd6-af46477f04eb,Shampoo e condicionador,Cosméticos
08/11/2024,8253.14,80f706b3-9edc-4b25-a578-5d0a4033d49f,Transferência recebida pelo Pix - Crédito em conta - Salário,Salário
13/02/2024,-224.58,9759a254-8033-4040-9dbf-aee696bbb627,Sessão terapêutica,Terapia
12/07/2024,-415.9,9c2b6f9a-b730-4c8e-8f3f-4f4b9abb1864,Transferência enviada pelo Pix - Aposentadoria privada,Previdência
